id./;steamID./;name./;price./;short_descritiption./;genres./;publishers./;roda_linux./;release_date
975./;46490./;Still Life 2./;7.99./;Who is hiding behind Mr. X? Still Life 2 reveals the long-awaited ending of Still Life and spells a new investigation for Agent Victoria McPherson. In Fall 2008, Victoria is sent to Maine where Ellen Dunnigan's body has just been found../;Microids./;Adventure./;Nao./;1/6/2011
976./;46500./;Syberia./;1.94./;Join Kate Walker as she travels to remote locations and time periods in this timeless voyage to discover her true destiny../;Microids./;Adventure/Casual./;Nao./;19/5/2011
977./;46510./;Syberia II./;12.99./;Having searched Eastern and Western Europe for a missing heir, Kate Walker finally completed her long and arduous journey, obtaining the signature of Hans Voralberg and closing the automaton factory buyout. Mission accomplished?./;Microids./;Adventure./;Nao./;19/5/2011
978./;46520./;Wasteland Angel./;4.99./;Wasteland Angel is a top-down twin-stick shoot ‘em up arena shooter. Fend off waves and waves of enemies and epic bosses as you try and survive in a post-apocalyptic America. Drive and shoot your way through the wasteland, protecting civilians, completing missions, and surviving another day../;Meridian4./;Action/Indie./;Nao./;1/9/2011
979./;46540./;Trapped Dead./;0.59./;You and up to three friends fight to survive the Zombie outbreak in this game inspired by early '80s horror films!./;Headup Games./;Action/Strategy./;Nao./;15/7/2011
980./;46550./;Post Mortem./;7.99./;After returning to the quiet streets of Paris to pursue a life of painting, Gus Macpherson could not escape his true art…./;Microids./;Adventure./;Nao./;26/8/2011
981./;46560./;Robin Hood: The Legend of Sherwood./;7.99./;Roam the dense foliage of Sherwood, come face to face with royal trouble and battle against Prince John’s forces as you take on the role of legendary nobleman, Robin Hood../;Microids./;Strategy./;Nao./;26/8/2011
982./;46570./;Grotesque Tactics 2 – Dungeons and Donuts./;0.99./;In this successor to the celebrated RPG-parody Grotesque Tactics, you will experience an ironic story-driven RPG with humorous dialogue-puzzles in the style of Monkey Island../;Headup./;Adventure/Indie/RPG/Strategy./;Nao./;21/11/2011
983./;46600./;Swarm Arena./;1.99./;Take control of a virtual organism in this unique indie arcade title, while unlocking Steam Achievements and climbing the leaderboards!./;Dedication Games./;Action/Casual/Indie./;Nao./;19/8/2010
984./;46700./;Ironclads: American Civil War./;9.99./;Battle of the civil war ironclads. Take part in battles from USS Monitor vs CSS Virginia before battles between armored squadrons of steamships and other vessels. The flow of time is organized into rounds../;Strategy First./;Strategy./;Nao./;28/4/2010
985./;46710./;Ironclads: High Seas./;9.99./;For over a year the forces of the United States of America (Northern States) and the Confederates States of America (Southern States) have fought a bitter war. In 1862 the governments of Great Britain, France and Spain recognize the Southern States to secure raw materials. The Souths economy becomes dependent on trade with Europe../;Strategy First./;Strategy./;Nao./;28/4/2010
986./;46730./;Hazen: The Dark Whispers./;9.99./;Hazen is an episodic Action/RPG The first episode is named "The Dark Whispers" and will bring some freshness in the world of Hack'n Slash Games. Every single episode will be a "Stand alone" game with enough game-play and high re-play value../;Strategy First./;RPG./;Nao./;28/4/2010
987./;46740./;World Basketball Manager 2010./;2.99./;World Basketball Manager (WBM) is a basketball strategy game. It uses the same game-play principles as most soccer management games do. Entering the game, the player creates his manager profile and he is hired as the general manager of a basketball club and his task is to improve the team’s performance by analyzing the facts and making..../;Strategy First./;Simulation./;Nao./;21/4/2010
988./;46750./;Dark Fall: Lost Souls./;12.99./;Travel to the old train station and hotel, abandoned since 1947, following the 'disappearances'. Unravel the mystery that binds this place, by communicating with the ghosts of the long since dead, both in your time and theirs../;Iceberg Interactive./;Adventure/Indie./;Nao./;21/4/2010
989./;46760./;Ironclads: Schleswig War 1864./;9.99./;The Danish government wanted to annex the duchy of Schleswig to the Danish kingdom while the Prussian government, for internal political and strategic reasons, wanted Schleswig to finally became a part of Germany../;Strategy First./;Strategy./;Nao./;21/6/2011
990./;46770./;Making History II: The War of the World./;14.99./;What if Germany won the Battle of Britain? What if Moscow fell in 1942?You’re in charge. Anything can happen and history will never repeat itself in this classic WWII grand strategy game MAKING HISTORY II: The War of the World. Are you ready to battle for global dominance?./;Factus Games./;Indie/Simulation/Strategy./;Sim./;27/8/2010
991./;46790./;Armada 2526./;14.99./;Guide one of 12 races on their first interstellar journey from a single planet, until it becomes a mighty pan-galactic empire../;Iceberg Interactive./;Strategy./;Nao./;8/4/2011
992./;46830./;Ironclads: Anglo Russian War 1866./;9.99./;Russia sought to seize control of Constantinople. The city controlled the Black Sea straits, an important economic and strategic point of the Black and Mediterranean Sea. This area was the cause of constant conflict with Britain, which was concerned about her Mediterranean interests../;Strategy First./;Strategy./;Nao./;21/6/2011
993./;46840./;Ironclads: Chincha Islands War 1866./;9.99./;Spain tried to restore by force its influence on its former colonies, Chile and Peru. This strong Spanish squadron occupied the Chincha Islands, very important to the economy of Peru. Peru received support from neighboring Chile, Ecuador and Bolivia../;Strategy First./;Strategy./;Nao./;21/6/2011
994./;46850./;Zombie Pirates./;14.99./;Help Smilin Jack O'Hurlihan, Esmeralda, and Dr. Theopolis defeat Gruesome George, an army of undead, giant monsters, and the mysterious Red Widow! Featuring nail-biting boss battles, swashbuckling adventure, and a horde of undead buccaneers, Zombie Pirates will send a shiver right down to yer timbers!./;Strategy First./;Casual./;Nao./;20/4/2011
995./;47000./;4 Elements./;0./;The ancient kingdom is in trouble! The magic of the four elements that kept it running for centuries has been corrupted by evil powers and the altars no longer yield the energy of life. It is up to you to unlock the 4 ancient books of magic and collect 16 mysterious cards that will help you restore the kingdom to life../;Playrix Entertainment./;Adventure/Casual./;Nao./;12/7/2010
996./;47110./;Escape From Paradise./;9.99./;A luxury cruise ship crashes on an uncharted island in the Pacific Ocean. The survivors of the shipwreck are very different from one another and decide to set up their own camps all over the island. Your goal is to find the pieces to a lost radio, and hoist it on the top of the volcano located in the center of the main island../;iWin./;Action./;Nao./;8/7/2010
997./;47120./;Escape From Paradise 2./;9.99./;Guide your hero to win the hand of his love by becoming the King of an island paradise. This sequel to the hit simulation game expands on everything you loved and adds a ton of new features. Expand your village by building, exploring and solving a variety of fun mini-games including Match-3, Hidden Object scenes, Gardening and more../;iWin./;Action./;Nao./;8/7/2010
998./;47130./;Book of Legends./;9.99./;If the Book of Legends should ever fall into the wrong hands, the consequences could be devastating. Follow Zoe and Charleston Black as they follow the clues found in the long forgotten Book of Legends…clues that lead them on a hunt for one of the world’s most mysterious legends of all, Excalibur! Is it real?./;iWin./;Adventure./;Nao./;8/7/2010
999./;47400./;Stronghold 3 Gold./;2.99./;Set 10 years after the original, Stronghold 3: Gold follows the vengeful story of The Wolf in the third installment of the award-winning castle building series. The Wolf has cheated death become even more bitter and twisted. Build castles, rally your troops and save medieval England!./;FireFly Studios./;Simulation/Strategy./;Sim./;25/5/2012
1000./;47410./;Stronghold Kingdoms./;0./;A massively multiplayer grand strategy game, Stronghold Kingdoms is about forging alliances, political mind games, city-building and castle sieges with thousands of other players!./;FireFly Studios./;Free to Play/Massively Multiplayer/Strategy./;Nao./;27/2/2012
1001./;47500./;Mishap: An Accidental Haunting./;0./;The Burtons have just moved into their beautiful new dream home, which unfortunately for them, happens to be haunted. As they prepare to pack up and leave, they are suddenly greeted by the peculiar Milton Hobblepop, self described paranormal investigator../;Namco Networks America, Inc../;Casual./;Nao./;11/2/2010
1002./;47520./;The Otherside: Realm of Eons./;0./;After receiving an anonymous package containing a strange book, Miranda finds herself inadvertatly drawn into the fantastic world of The Otherside. With the guidance of the mischevious Jovie, a possessed teddy bear, she must travel back and forth between worlds and help to unravel the mystery of a brother and sister torn apart../;Namco Networks America, Inc../;Casual./;Nao./;11/2/2010
1003./;47540./;Puzzle Quest 2./;0./;Escape to a puzzle game fantasy world with amazing creatures and weapons! Addicting gameplay blends with immersive roleplaying in this sequel to the award-winning Puzzle Quest!./;Namco Networks America, Inc../;RPG/Casual./;Nao./;12/8/2010
1004./;47570./;Mishap 2: An Intentional Haunting - Collector's Edition./;0./;Join the Mishap gang to help Milton Hobblepop infiltrate the shadowy estate filled with mysteries and loads of fun & engaging mini-games../;Namco Networks America, Inc../;Casual./;Nao./;28/1/2011
1005./;47730./;Dragon Age™: Origins Awakening./;9.99./;From the Makers of the Best RPG of 2009, Dragon Age™: Origins, comes the first official expansion pack. For centuries, the Grey Wardens—the ancient order of guardians, sworn to unite and defend the lands—have been battling the darkspawn forces../;Electronic Arts./;RPG./;Nao./;16/3/2010
1006./;47780./;Dead Space™ 2./;19.99./;Three years after the Necromorph infestation aboard the USS Ishimura, Isaac Clarke awakens from a coma, confused, disoriented, and on a space station called The Sprawl. Explore this world and its zero-g environments to discover the truth about the Unitology and its role in the Necromorph epidemic../;Electronic Arts./;Action/Adventure./;Nao./;25/1/2011
1007./;47790./;Medal of Honor™./;19.99./;This is a new war. There is a new warrior. He is Tier 1../;Electronic Arts./;Action./;Nao./;12/10/2010
1008./;47810./;Dragon Age: Origins - Ultimate Edition./;29.99./;Dragon Age: Origins - Ultimate Edition includes Dragon Age: Origins, Dragon Age: Origins - Awakening and all nine content packs../;Electronic Arts./;RPG./;Nao./;26/10/2010
1009./;47830./;Medal of Honor™./;19.99./;This is a new war. There is a new warrior. He is Tier 1../;Electronic Arts./;Action./;Nao./;12/10/2010
1010./;47870./;Need For Speed: Hot Pursuit./;0./;Need for Speed Hot Pursuit launches you into a new open-world landscape behind the wheel of the world's fastest and most beautiful cars. From Criterion, the award-winning studio behind the Burnout series, Hot Pursuit will redefine racing games for a whole new generation../;Electronic Arts./;Racing./;Nao./;14/12/2010
1011./;47880./;Battlefield: Bad Company 2 Vietnam./;4.94./;Get ready for a whole new war, as DICE's massively popular online shooter Battlefield: Bad Company™ 2 makes the journey back to the 60's and the infamous Vietnam war../;Electronic Arts./;Action./;Nao./;18/12/2010
1012./;47889./;Battlefield: Bad Company 2 Vietnam./;4.94./;Get ready for a whole new war, as DICE's massively popular online shooter Battlefield: Bad Company™ 2 makes the journey back to the 60's and the infamous Vietnam war../;Electronic Arts./;Action./;Nao./;18/12/2010
1013./;47890./;The Sims™ 3./;19.99./;The Sims 3: Create the perfect world with full customization at your fingertips. Refine personalities and help fulfill destinies../;Electronic Arts./;Simulation./;Nao./;27/1/2011
1014./;47920./;Shift 2 Unleashed./;0./;Bring the true driver’s experience to life with all the intensity and exhilaration of being behind the wheel!./;Electronic Arts./;Racing./;Nao./;29/3/2011
1015./;47936./;The Sims™ 3./;19.99./;The Sims 3: Create the perfect world with full customization at your fingertips. Refine personalities and help fulfill destinies../;Electronic Arts./;Simulation./;Nao./;27/1/2011
1016./;48000./;LIMBO./;9.99./;Uncertain of his sister's fate, a boy enters LIMBO./;Playdead./;Action/Adventure/Indie./;Sim./;2/8/2011
1017./;48110./;Silent Hunter 5®: Battle of the Atlantic./;9.99./;Step behind the periscope of a German U-boat and take on the Allied Forces in famous battles across the vast Atlantic Ocean and Mediterranean Sea. The best-selling submarine series of all time continues with the highly anticipated Silent Hunter: Battle of the Atlantic../;Ubisoft./;Simulation./;Nao./;20/3/0
1018./;48150./;Voodoo Dice./;4.99./;Roll the dice in a mystical world filled with exploration, puzzle-solving, and adventure! Mixing action based and puzzle mechanics in a 3D world, Voodoo Dice is an innovative, challenging puzzler that plays with your mind to lead you to solve puzzles in unique and interesting ways../;Ubisoft./;Casual./;Nao./;15/7/2010
1019./;48173./;Assassin's Creed 2./;19.99./;An epic story of family, vengeance and conspiracy set in the pristine, yet brutal, backdrop of a Renaissance Italy. New low price!./;Ubisoft./;Action/Adventure./;Nao./;9/3/2010
1020./;48190./;Assassin’s Creed® Brotherhood./;19.99./;Now Available on Mac! It’s time to join the Brotherhood../;Ubisoft./;Action/Adventure./;Nao./;22/3/2011
1021./;48220./;Might & Magic: Heroes VI./;19.99./;Heroes VI is a fast-paced epic story where Angels plot to end -- once and for all -- an unfinished war with their ancient rivals, the Faceless../;Ubisoft./;RPG/Strategy./;Nao./;13/10/2011
1022./;48240./;Anno 2070™./;19.99./;Build your society of the future, colonize islands, and create sprawling megacities with multitudes of buildings, vehicles, and resources to manage../;Ubisoft./;Strategy./;Nao./;17/11/2011
1023./;48700./;Mount & Blade: Warband./;19.99./;In a land torn asunder by incessant warfare, it is time to assemble your own band of hardened warriors and enter the fray. Lead your men into battle, expand your realm, and claim the ultimate prize: the throne of Calradia!./;TaleWorlds Entertainment./;Action/RPG./;Sim./;31/3/2010
1024./;48720./;Mount & Blade: With Fire & Sword./;9.99./;The standalone expansion for Mount &amp; Blade! With Fire &amp; Sword builds and expands upon the highly regarded combat system from Mount &amp; Blade: Warband. Firearms have been introduced to the battlefield../;TaleWorlds Entertainment./;Action/RPG./;Nao./;3/5/2011
1025./;48800./;Ship Simulator Extremes./;4.99./;VSTEP and Paradox are proud to announce the next installment of the acclaimed Ship Simulator series. With over 550K copies sold, the series returns to take you into the most extreme conditions on earth… Ever wonder how it feels to sail a half-million-ton supertanker through the perfect storm?./;Paradox Interactive./;Simulation./;Nao./;27/8/2010
1026./;48950./;Greed Corp./;9.99./;Turn-based strategy at its finest../;Vanguard Entertainment Group./;Strategy./;Nao./;10/12/2010
1027./;49000./;Hotel Dash™ Suite Success™./;6.99./;When Quinn's new travel business hits a snag, she needs Flo's patented elbow grease to help renovate and run hotels all over DinerTown&trade;! As Flo, you will deliver guest's luggage, drop off room service and provide extra towels, blankets and anything else they may need to stay happy and leave big tips!./;PlayFirst./;Casual./;Nao./;6/5/2010
1028./;49300./;Commander: Conquest of the Americas./;9.99./;Combining elements from both trading and strategy games, Commander: Conquest of the Americas will appeal to a wide range of players. Players take charge of one of the many European powers aiming to conquer the New World../;Nitro Games./;Strategy./;Nao./;30/7/2010
1029./;49320./;Woody Two-Legs: Attack of the Zombie Pirates./;4.99./;Meet Woody Two-Legs, the least infamous pirate of Seven Seas. Things have never gone quite right for Woody. That is, until he scored big time and got his hands on huge treasure. Sailing to remote island, Woody was about to bury his treasure, just as any good pirate would do../;Nitro Games./;Casual./;Nao./;2/11/2010
1030./;49330./;Pirates of Black Cove./;9.99./;Set in the golden age of pirates, this is your chance to become pirate king and conquer the Caribbean. Join, champion, and unite the three pirate factions: Pirates, Corsairs and Buccaneers. You must ultimately leverage this unity in all out war against the evil Pirates of Black Cove../;./;Strategy./;Nao./;2/8/2011
1031./;49520./;Borderlands 2./;19.99./;The Ultimate Vault Hunter’s Upgrade lets you get the most out of the Borderlands 2 experience../;2K/Aspyr (Mac)/Aspyr (Linux)./;Action/RPG./;Sim./;17/9/2012
1032./;49600./;Beat Hazard./;9.99./;Experience your music collection like never before with this intense music driven arcade shooter. Each of your songs will have its own unique ebb and flow based on the music../;Cold Beam Games./;Action/Casual/Indie./;Sim./;15/4/2010
1033./;49800./;Flight of the Icarus./;4.99./;Flight of the Icarus is a game where you play as a privateer who owns an airship that helps ferry goods from town to town in a post-apocalyptic world where the skies are dominated by pirates and danger. Shoot down enemy aeroplanes with a variety of deadly weaponry. Keep the ship from falling out the sky../;Muse Games./;Action/Indie./;Nao./;12/5/2010
1034./;49810./;CreaVures./;4.99./;Take control of five cute, mystical creatures of miniature proportions called CreaVures. CreaVures always travel in pairs, and they must use their special abilities to help each other solve interesting platforming puzzles../;Muse Games./;Indie./;Nao./;23/2/2011
1035./;49900./;Plain Sight./;4.99./;Plain Sight is a multiplayer arcade game about suicidal ninja robots. Fly through space, leap over planetoids and destroy opponents with your trusty katana. Killing fellow robots lets you steal their tasty, tasty energy. Packed with spinach-like goodness; energy makes you bigger, stronger, faster and generally more awesome../;Beatnik Games./;Action/Indie./;Nao./;5/4/2010
1036./;50000./;Nimbus./;9.99./;Nimbus is a unique combination of racing & puzzling. The player controls a craft with no means of directly propelling itself and needs to use whatever is scattered around the levels to acquire thrust and reach the goal. Traverse a world map with several distinct islands in order to recover your lost love../;Noumenon Games./;Indie/Racing./;Nao./;25/10/2010
1037./;50100./;Sid Meier's Civilization® V./;29.99./;Create, discover, and download new player-created maps, scenarios, interfaces, and more!./;2K/Aspyr (Mac)/Aspyr (Linux)./;Strategy./;Sim./;21/9/2010
1038./;50130./;Mafia II (Classic)./;0./;Vito Scaletta has started to make a name for himself on the streets of Empire Bay as someone who can be trusted to get a job done. Together with his buddy Joe, he is working to prove himself to the Mafia, quickly escalating up the family ladder with crimes of larger reward, status and consequence… the life as a wise guy isn’t quite as..../;2K./;Action./;Nao./;22/3/2011
1039./;50300./;Spec Ops: The Line./;5.99./;A Third-Person modern military Shooter designed to challenge players' morality by putting them in the middle of unspeakable situations../;2K/Missing Link Games./;Action/Adventure./;Sim./;25/6/2012
1040./;50510./;Burn Zombie Burn!./;9.99./;Welcome to the char-grilled world of Burn Zombie Burn, where the best type of undead is barbequed undead. The goals are simple: keep Bruce alive, as he tries to keep Daisy alive, and get the highest score possible. Standing (well, ambling) in your way is a never ending horde of the rotting, stinking and stupid undead../;P2 Games./;Action./;Nao./;12/8/2010
1041./;50620./;Darksiders™./;0./;Deceived by the forces of evil into prematurely bringing about the end of the world, War – the first Horseman of the Apocalypse – stands accused of breaking the sacred law by inciting a war between Heaven and Hell. In the slaughter that ensued, the demonic forces defeated the heavenly hosts and laid claim to the Earth../;THQ Nordic./;Action/Adventure./;Nao./;23/9/2010
1042./;50640./;Darksiders™./;0./;Deceived by the forces of evil into prematurely bringing about the end of the world, War – the first Horseman of the Apocalypse – stands accused of breaking the sacred law by inciting a war between Heaven and Hell. In the slaughter that ensued, the demonic forces defeated the heavenly hosts and laid claim to the Earth../;THQ Nordic./;Action/Adventure./;Nao./;23/9/2010
1043./;50820./;Max and the Magic Marker./;0./;Something incredible is happening in this unique adventure! Max just drew a terrifying monster with his new marker and now it's alive and wreaking havoc in his drawings! He doesn't have any choice but to stop the monster if he wants to save his pictures../;The Games Company./;Indie./;Nao./;12/5/2010
1044./;50910./;Professor Fizzwizzle and the Molten Mystery./;6.99./;While on a well deserved vacation, Professor Fizzwizzle's investigation of a strange volcano has landed him in a Molten Mystery! Now it's up to you to master exciting new gadgets, outwit the Bat-Bots, and vanquish a truly cunning villain! Can the professor count on you to help?./;Big Fish Games./;Casual./;Nao./;21/4/2010
1045./;50920./;Hidden Expedition: Amazon./;9.99./;Big Fish Games Studios takes you on an Adventure into the stunning world of the Amazon with the Hidden Expedition team in search of a missing professor. A tattered map referencing the legendary Beetle Temple is your only clue as you begin your adventure deep into the Amazon Rain forest../;Big Fish Games./;Casual/Indie./;Nao./;21/4/2010
1046./;50930./;Hidden Expedition: Everest./;9.99./;Fresh from a successful exploration of the wreck of the Titanic, the Hidden Expedition Club will pit one of its stellar members against a formidable group of opponents in a race to the summit of Everest. Other groups will battle you to be the first to summit Mount Everest. Expert Everest climber Ed Viesturs will assist you along the way../;Big Fish Games./;Casual./;Nao./;21/4/2010
1047./;50940./;Hidden Expedition: Titanic./;9.99./;On April 14, 1912, the great steamship RMS Titanic struck an iceberg and within hours it sank to the bottom of the Atlantic Ocean. As part of the Hidden Expedition Adventure League, it`s your job to explore the wreckage of this once-majestic ship and collect antique artifacts for the Titanic Museum../;Big Fish Games./;Casual./;Nao./;21/4/2010
1048./;50960./;Mystery Case Files: Huntsville™./;9.99./;Do you have a keen eye for detail? See if you can locate enough hidden clues to solve the crimes and become a Master Detective. Mystery Case Files: Huntsville™ provides players with a collection of intriguing mysteries and brain-teasers to solve. There are picture puzzles to ponder, strange crime scenes to explore, and much, much, more!./;Big Fish Games./;Casual./;Nao./;21/4/2010
1049./;50970./;Mystery Case Files: Madame Fate®./;6.99./;Madame Fate™, a mysterious fortune teller, has foreseen her own demise at midnight this very day. She has asked for your help in investigating each quirky carnival worker to determine their whereabouts at midnight../;Big Fish Games./;Casual./;Nao./;14/12/2007
1050./;50980./;Mystery Case Files: Prime Suspects™./;6.99./;The Queen's Hope Diamond has been stolen! It's up to you to search for clues throughout 22 levels, find the offending culprit, and recover the stolen gem. Expand your investigations through the game's 29 unique locations by finding items that will unlock subsequent levels../;Big Fish Games./;Casual./;Nao./;21/4/2010
1051./;50990./;Mystery Case Files: Ravenhearst®./;9.99./;Rumors surrounding the history of stately Ravenhearst Manor have circulated for decades. The recently acquired diary of Emma Ravenhearst may hold the key to unraveling the tale behind this unsettling place, yet the pages are missing../;Big Fish Games./;Adventure/Casual./;Nao./;21/4/2010
1052./;51000./;Mystery Case Files: Return to Ravenhearst™./;9.99./;Emma`s soul is free. But her ghost has delivered a dire warning: evil still lurks in Ravenhearst Manor. Big Fish Games Studios takes you deep inside the cursed estate in Mystery Case Files: Return to Ravenhearst™, the thrilling sequel../;Big Fish Games./;Adventure/Casual./;Nao./;21/4/2010
1053./;51010./;My Tribe./;9.99./;Create a prosperous island paradise for your industrious, intelligent tribe with this real-time Brain Teaser! Your tribe will have a mind of its own, learning skills and starting families even when you`re not around, but check back often to keep your island idyllic../;Big Fish Games./;Casual/Simulation./;Nao./;21/4/2010
1054./;51020./;Unwell Mel./;6.99./;The doctor is in, with this madcap Match 3 game! Poor Mel has every ailment in the book, and you`re the only one who can cure him. Use your scanner to figure out what’s got him this time, whether it`s too much junk food, or some zany virus, and get to work../;Big Fish Games./;Casual./;Nao./;21/4/2010
1055./;51060./;Drawn®: The Painted Tower./;9.99./;Enter the world of Drawn, and unravel the secrets of the Painted Tower. Overcome challenging puzzles on your quest to save Iris. A curse has locked each floor of the tower, and only the most creative adventurer can find a way through../;Big Fish Games./;Adventure/Casual./;Nao./;19/1/2011
1056./;52003./;Portal./;9.99./;Portal&trade; is a new single player game from Valve. Set in the mysterious Aperture Science Laboratories, Portal has been called one of the most innovative new games on the horizon and will offer gamers hours of unique gameplay../;Valve./;Action./;Sim./;10/10/2007
1057./;55000./;Flotilla./;9.99./;Lead your orbital battleships to victory in Flotilla! Fight, trade, and explore new planets in your journey through the galaxy. Featuring tactically rich 3D combat, flank and surprise the enemy from any direction. And when the dust settles, generate another uniquely randomized universe for a brand-spanking new adventure!./;Blendo Games./;Adventure/Indie/Strategy./;Sim./;20/4/0
1058./;55040./;Atom Zombie Smasher./;9.99./;The zombie apocalypse is upon us and it's up to you to evacuate everyone before they fall prey to the undead. Conduct massive rescue operations with a helping hand from snipers, artillery crews, orbital bombardments, and more../;Blendo Games./;Indie/Strategy./;Sim./;14/3/2011
1059./;55100./;Homefront./;19.99./;The Rock Map Pack is Now Available! Join the Resistance, stand united and fight for freedom against an overwhelming military force../;Deep Silver./;Action./;Nao./;14/3/2011
1060./;55110./;Red Faction®: Armageddon™./;19.99./;Red Faction: Armageddon Path to War includes 4 new missions, 2 unlockable items and 10 new achievements!./;Deep Silver./;Action./;Nao./;6/6/2011
1061./;55140./;MX vs. ATV Reflex./;19.99./;Think fast and hang on to your ride as you take independent control of the rider and take the ultimate test of mettle. Dual controls let you tear it up with death-defying tricks and high-flying freestyle action. Fight for traction and dig up the track to leave your mark../;THQ Nordic./;Racing./;Nao./;26/11/2010
1062./;55150./;Warhammer 40,000: Space Marine - Anniversary Edition./;59.99./;In Warhammer 40,000 Space Marine you are Captain Titus, a Space Marine of the Ultramarines chapter and a seasoned veteran of countless battles../;SEGA./;Action./;Nao./;5/9/2011
1063./;55230./;Saints Row: The Third./;9.99./;Get ready for the most out-landish gameplay scenarios ever seen as the Third Street Saints take on the Syndicate!./;Deep Silver./;Action./;Sim./;14/11/2011
1064./;56400./;Warhammer 40,000: Dawn of War II: Retribution./;29.99./;Command any of the six unique factions in the next standalone expansion of the critically acclaimed Dawn of War real-time strategy franchise. Choose to build a massive army or lead a small squad of elite heroes into battle and experience a single player campaign customized to your favorite race../;SEGA/Feral Interactive (Mac/Linux)./;Strategy./;Sim./;28/2/2011
1065./;56437./;Warhammer 40,000: Dawn of War II: Retribution./;29.99./;Command any of the six unique factions in the next standalone expansion of the critically acclaimed Dawn of War real-time strategy franchise. Choose to build a massive army or lead a small squad of elite heroes into battle and experience a single player campaign customized to your favorite race../;SEGA/Feral Interactive (Mac/Linux)./;Strategy./;Sim./;28/2/2011
1066./;56438./;Dawn of War II: Retribution – The Last Stand./;9.99./;Dawn of War II, Last Stand is a three player cooperative survival mode that is also available as a stand-alone game! You select a single hero and face off against waves of enemies with up to two other teammates../;SEGA/Feral Interactive (Mac/Linux)./;Strategy./;Sim./;20/4/2011
1067./;57000./;NyxQuest: Kindred Spirits./;2.99./;Fly with Nyx across the ruins of the ancient Greece in her dangerous search for her dearest friend Icarus. Use the powers of Zeus and the Gods from Olympus and use them wisely in order to help Nyx to complete her epic adventure../;Over the Top Games./;Action/Adventure./;Nao./;27/9/2010
1068./;57200./;Puzzle Dimension./;2.99./;Find solutions to 100 unique puzzles and experience the satisfaction of 'Aha' moments!./;Doctor Entertainment AB./;Casual/Indie./;Nao./;21/6/2010
1069./;57300./;Amnesia: The Dark Descent./;19.99./;Amnesia: The Dark Descent, a first person survival horror. A game about immersion, discovery and living through a nightmare. An experience that will chill you to the core../;Frictional Games./;Action/Adventure/Indie./;Sim./;8/9/2010
1070./;57400./;Batman: Arkham City./;0./;Get Batman: Arkham City and all DLC for one low price with the release of the GOTY Edition!./;Warner Bros. Interactive Entertainment./;Action/Adventure./;Nao./;15/11/2011
1071./;57620./;Patrician IV./;14.99./;You are a merchant in northern Europe in the late Middle Ages when the Hanseatic League was flourishing. Your goal is to rise to the most successful and influential member of the Hanse, ultimately being elected Elderman, leader of the trading league../;Kalypso Media Digital./;Strategy./;Nao./;17/9/2010
1072./;57640./;Broken Sword: Director's Cut./;5.99./;One of the all-time classic adventures, multi BAFTA-nominated 'Broken Sword: Director's Cut' pitches sassy journalist Nico Collard, and intrepid American George Stobbart into a mysterious journey of intrigue and jeopardy../;Revolution Software Ltd./;Adventure./;Sim./;2/9/2010
1073./;57650./;Dungeons./;9.99./;Assume the role of a mighty (and mighty evil) Dungeon Lord and create your own diabolical demesnes underground. 10 different classes of heroes dare to enter your dungeon where 15 different monsters lurk in the dark../;Kalypso Media Digital./;RPG/Strategy./;Nao./;10/2/2011
1074./;57680./;The First Templar - Steam Special Edition./;9.99./;Uncover the mysteries behind the Templar Order! Steam Exclusive Edition includes bonus mission “The Arena”../;Kalypso Media Digital./;Action/Adventure./;Nao./;12/5/2011
1075./;57690./;Tropico 4./;14.99./;The world is changing and Tropico is moving with the times - geographical powers rise and fall and the world market is dominated by new players with new demands and offers - and you, as El Presidente, face a whole new set of challenges../;Kalypso Media Digital./;Simulation/Strategy./;Nao./;1/9/2011
1076./;57700./;Who's That Flying?!./;5.99./;As the mysterious and powerful 'Guardian of Earth' your steely eye and HYPER-POWERED LASER ARM have kept the citizens of Earth safe for generations../;Kalypso Media Digital./;Action/Casual/Indie./;Nao./;31/1/2011
1077./;57740./;Jagged Alliance - Back in Action./;19.99./;A contemporary remake of the much-loved series of turn-based mercenary-themed strategy games../;THQ Nordic./;RPG/Simulation/Strategy./;Sim./;8/2/2012
1078./;57900./;Duke Nukem Forever./;3.99./;The King arrives with an arsenal of over-the-top weapons, giant explosions and pure unadulterated fun!./;2K./;Action./;Nao./;13/6/2011
1079./;58200./;Jolly Rover./;9.99./;A comedic 2D point and click adventure, featuring a crazy cast of poxy pirate pooches../;Brawsome./;Adventure/Casual/Indie./;Nao./;7/6/2010
1080./;58230./;MacGuffin's Curse./;9.99./;Sneak and smash your way through this fiendishly addictive comedy-puzzle-adventure./;Brawsome./;Adventure/Casual/Indie./;Sim./;19/4/2012
1081./;58400./;Turba./;4.99./;Turba provides a gameplay experience unlike any you have encountered before. Load in music from your PC and combo blocks to your favorite tunes in this unique new twist on the “match-3” style game! The blocks on the game board generate and move to the beat of the song you choose../;Binary Takeover./;Casual/Indie./;Nao./;20/7/0
1082./;58520./;Blood Bowl - Legendary Edition./;9.99./;Inspired by the Warhammer Fantasy world, Blood Bowl is an ultra-violent combination of strategy and sports games. The Legendary Edition features 20 playable races, including 11 that are totally new, each offering its own game style! Make a competitive team, train it and buy the best equipment../;Cyanide Studios./;Sports/Strategy./;Nao./;28/10/2010
