id./;steamID./;name./;price./;short_descritiption./;genres./;publishers./;roda_linux./;release_date
2004./;242130./;Vector Thrust./;24.99./;Vector Thrust is a fast-paced single and mulltiplayer combat flight game, using a unique cel shaded art style. The game features 260 fully playable aircraft (through various iterations of over 45 aircraft models)../;Iceberg Interactive./;Action/Indie/Simulation./;Nao./;2/7/2015
2005./;242530./;The Chaos Engine./;9.99./;Prepare for the dark world of The Chaos Engine, a steampunk Victorian age in which one or two players must fight the hostile creations of the Chaos Engine across four dynamic landscapes and take part in the ultimate battle.Choose from six hard-nailed mercenaries each with their own unique weapons and skills../;Rebellion./;Action./;Sim./;29/8/2013
2006./;242550./;Rayman® Legends./;29.99./;Michel Ancel, the celebrated creator of Rayman®, Beyond Good &amp; Evil®, and the Raving Rabbids®, returns to unleash his innovative creativity on this new entry into the Rayman® franchise.When Rayman, Globox, and the Teensies discover a mysterious tent filled with captivating paintings, they are suddenly transported to a series of..../;Ubisoft./;Action/Adventure./;Nao./;3/9/2013
2007./;242570./;Space Hulk./;0./;'WE ARE THE VANGUARD OF HONOUR. THE CUTTING EDGE OF THE BLOOD ANGELS. WE BRING DEATH.'The legendary Space Hulk returns to Windows PC, Mac and Linux in this epic turn based strategy game. Set in the Warhammer 40,000 universe, an intriguing story of legendary battles and heroic actions unfolds../;Full Control./;Indie/Strategy./;Sim./;15/8/2013
2008./;242610./;Grappledrome./;0./;Mankind's digital paradise has become a cyber-Hell! Armed with your grappling-hook arm, engage in arena-style combat in service to the Overlord - your A.I. God-King. This innovative multiplayer game built around a grappling/swinging movement mechanic will test your twitch-shooter skills like never before!./;800 North./;Action/Indie/Early Access./;Nao./;13/2/2017
2009./;242640./;Styx: Master of Shadows./;19.99./;Styx: Master of Shadows is an infiltration game with RPG elements taking place in a dark fantasy universe, where you sneak, steal and assassinate your way through as Styx, a Goblin two-centuries of age../;Cyanide Studio/Nacon./;Action./;Nao./;7/10/2014
2010./;242680./;Nuclear Throne./;11.99./;Nuclear Throne is a post-apocalyptic roguelike-like top-down shooter. Not 'the final hope of humanity' post-apocalyptic, but 'humanity is extinct and mutants and monsters now roam the world' post-apocalyptic. Fight your way through the wastelands with powerful weaponry, collecting radiation to mutate some new limbs and abilities../;Vlambeer./;Action/Indie/RPG./;Sim./;5/12/2015
2011./;242700./;Injustice: Gods Among Us Ultimate Edition./;19.99./;Injustice: Gods Among Us Ultimate Edition enhances the bold new franchise to the fighting game genre from NetherRealm Studios. Featuring six new playable characters, over 30 new skins, and 60 new S.T.A.R. Labs missions, this edition packs a punch../;Warner Bros. Interactive Entertainment./;Action./;Nao./;12/11/2013
2012./;242720./;GunZ 2: The Second Duel./;0./;GunZ 2: the Second Duel is a free-to-play 3D TPS and is the most fast-paced tough action shooter game../;Masangsoft, Inc../;Action/Free to Play/Indie./;Nao./;1/5/2014
2013./;242760./;The Forest./;19.99./;As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, survive in this terrifying first person survival horror simulator../;Endnight Games Ltd./;Action/Adventure/Indie/Simulation./;Nao./;30/4/2018
2014./;242780./;Cognition: An Erica Reed Thriller./;14.99./;FBI agent Erica Reed has an uncanny talent: she can see the past and piece together how a crime unfolded. But not even this sixth sense could save her younger brother, Scott, from a brutal serial killer. Three years later, the investigation into Scott’s murder has gone cold -- but Erica’s work has only just begun../;Phoenix Online Publishing./;Adventure/Indie./;Nao./;19/9/2013
2015./;242820./;140./;4.99./;140 is a challenging minimalistic platformer with abstract colorful graphics. Rhythmic awareness is required to overcome obstacles controlled by an energetic, yet melancholic electronic soundtrack../;Carlsen Games./;Action/Indie./;Sim./;16/10/2013
2016./;242840./;In Verbis Virtus./;19.99./;Use your real voice to cast spells in In Verbis Virtus, a fantasy adventure unlike any other. Step into the shoes of a wizard in search of an ancient power. Explore a lost temple, making your way through forgotten chambers brimming with unspeakable beauty and terror../;Indomitus Games./;Action/Adventure/Indie/RPG./;Nao./;3/4/2015
2017./;242860./;Verdun./;19.99./;Merciless trench warfare immerses you and your squad in intense battles of attack and defense. Verdun is the first multiplayer FPS set in an authentic World War One setting offering a rarely seen battlefield experience../;M2H./;Action/Indie/Massively Multiplayer/Simulation/Strategy./;Sim./;28/4/2015
2018./;242880./;Sir, You Are Being Hunted./;19.99./;Sir, You Are Being Hunted is a freedom sandbox stealth experience, where each playthrough is unique, thanks to our British Countryside Generator. Escape from these robot-infested islands with violence, trickery and stealth. This brutally funny game is available for Windows, OSX, and Linux../;Big Robot Ltd./;Action/Indie./;Sim./;2/5/2014
2019./;242920./;Banished./;19.99./;In this city-building strategy game, you control a group of exiled travelers who decide to restart their lives in a new land. They have only the clothes on their backs and a cart filled with supplies from their homeland. The townspeople of Banished are your primary resource../;Shining Rock Software LLC./;Indie/Simulation/Strategy./;Nao./;18/2/2014
2020./;242940./;Anachronox./;6.99./;Join Sylvester 'Sly' Boots and Stiletto Anyway as they trek across six bizarre planets investigating a galaxy-crushing mystery, searching for artefacts from an extinct alien race and unlocking the secrets of a powerful, advanced technology. It's your turn. PICK YOUR POISON../;Square Enix./;RPG./;Nao./;17/10/2013
2021./;242960./;Blood Omen 2: Legacy of Kain./;6.99./;Cast down from power by a mysterious warlord centuries ago, Kain reawakens in a world he barely recognises. His armies slain, his vampire brethren nearly extinct, Kain is one of the last of his kind. With an agenda of vengeance, Kain shall unleash a wicked wrath to uncover the plot that threatens the land he seeks to conquer../;Square Enix./;Action./;Nao./;24/9/2013
2022./;242980./;Daikatana./;6.99./;In 2455 AD, Kage Mishima used the magical powers of Daikatana, the most powerful sword ever forged, to alter time and establish himself as supreme dictator. You are Hiro Miyamoto, one of the few people on earth who knows what happened../;Square Enix./;Action./;Nao./;1/10/2013
2023./;243000./;Omikron: The Nomad Soul./;9.99./;'I have many things to tell you and very little time… I come from a universe parallel to yours. My world is desperately in need of your help. Only YOU can save us.'Responding to the desperate pleas of a mysterious character from another dimension, your soul must enter the dark and futuristic city of Omikron../;Square Enix./;RPG./;Nao./;26/9/2013
2024./;243040./;Startopia./;6.99./;A once thriving network of space stations and planets have been left lifeless, redundant scars of the apocalypse. Into this age of darkness comes light. You will lead the way in rebuilding the network of space stations to a standard accepted by the individual alien races, attracting them to harness their expertise and research new..../;My Little Planet Ltd./;Simulation./;Nao./;10/10/2013
2025./;243060./;Urban Chaos./;6.99./;Urban Chaos throws you into the heart of a modern urban jungle at the turn of the millenium. To succeed you'll need a lethal combination of stealth, physical agility and martial art skills as you interact with the city around you../;My Little Planet Ltd./;Action./;Nao./;15/10/2013
2026./;243160./;Mushroom 11./;14.99./;An award-winning anti-platformer where destruction is the only way to move. Mold yourself into any form by destroying your cells, and traverse a devastated landscape filled with brain-twisting puzzles and bizarre mutations. Are you ready to break the mold?./;Untame./;Action/Adventure/Indie./;Sim./;15/10/2015
2027./;243200./;The Dark Eye: Memoria./;1.99./;In Memoria, players travel through different time periods, following two distinct protagonists: Sadja, a southern princess who wants to be a war hero, and Geron, a bird catcher who wants to lift a curse from his girlfriend../;Daedalic Entertainment./;Adventure/Indie./;Nao./;29/8/2013
2028./;243220./;FRACT OSC./;14.99./;FRACT is a musical exploration game. You arrive in a forgotten place and explore the vast and unfamiliar landscape to discover the secrets of a world built on sound. You rebuild its machinery by solving puzzles and bring the world back to life by shaping sound and creating music in the game../;Phosfiend Systems./;Indie./;Nao./;22/4/2014
2029./;243280./;Poöf./;6.99./;Poöf has been tricked by accepting a golden laying kitten. But the precious kitty makes all the greedy monsters envious. Survive waves of monsters trying to steal your revenue!Poöf vs the cursed kitty is a mix between tower defense, and platforming action, a game focused on hardcore gameplay, tight controls and choices, inspired by games..../;Neko Entertainment./;Action/Indie/Strategy./;Nao./;8/11/2013
2030./;243360./;TrackMania² Valley./;19.99./;TrackMania² Valley is the third environment of TrackMania², the sequel to Nadeo Studio’s online racing phenomenon TrackMania, already enjoyed by millions of players. Valley is a new take on the classic arcade rally racing genre. Flirting between arcade and simulation, Valley marks a new checkpoint in the history of racing games../;Ubisoft./;Racing/Sports./;Nao./;4/7/2013
2031./;243450./;Urban Trial Freestyle./;6.99./;The city is your playground! Nothing will stop you on your freestyle trials bike. Use the urban landscape to pull spectacular tricks - backflips, 360s, wallrides, ollies, and more. Customize your bike to boost your performance in Time Attack or Stunt mode. Choose between speed and style, developing your own unique riding style../;Tate Multimedia./;Action/Racing/Simulation/Sports./;Nao./;18/9/2013
2032./;243470./;Watch_Dogs™./;29.99./;In today's hyper-connected world, Chicago operates under ctOS, the most advanced computer network in America../;Ubisoft./;Action/Adventure./;Nao./;26/5/2014
2033./;243780./;PixelJunk™ Monsters Ultimate./;9.99./;Tikiman the Forest Defender is in trouble. Hordes of monsters are sweeping through his realm, hoping to chow down on his offspring – and it’s up to you to defend them. By placing weapon towers at strategic points around the landscape, you can destroy the invaders and save the little ones../;Double Eleven./;Strategy./;Sim./;26/8/2013
2034./;243800./;Gas Guzzlers Extreme./;24.99./;Gas Guzzlers Extreme is a fast, furious, armed-to-the-teeth, trigger-happy shooter, shifted into top gear! Take a white knuckle ride in this crazily addictive combat racing game../;Gamepires./;Action/Racing/Sports./;Nao./;8/10/2013
2035./;243890./;Mavis Beacon Teaches Typing Family Edition./;29.99./;Learn more than the WASD keys! Mavis will teach you solid skills to improve your game! Now available Worldwide!./;Encore./;Education/Software Training./;Nao./;14/3/2014
2036./;243930./;Bound By Flame./;6.99./;You are a mercenary possessed by a flame demon in a desperate world ravaged by seven Ice Lords. In this RPG where every choice counts, you will have to choose between unleashing the powers of the beast within and rejecting its demonic influence../;Focus Entertainment./;Action/RPG./;Sim./;8/5/2014
2037./;243950./;Divinity: Dragon Commander./;39.99./;You are the Dragon Commander. Your mission it is to reunite a broken empire and become the new emperor. Success depends entirely on your ability to efficiently rule your empire, build invincible armies and lead them to victory../;Larian Studios./;Action/RPG/Strategy./;Nao./;6/8/2013
2038./;243970./;Invisible, Inc../;19.99./;Take control of Invisible's agents in the field and infiltrate the world's most dangerous corporations. Stealth, precision, and teamwork are essential in high-stakes, high-profit missions, where every move may cost an agent their life../;Klei Entertainment./;Action/Indie/Strategy./;Sim./;12/5/2015
2039./;244030./;Take On Mars./;26.99./;Take On Mars places you right in the middle of mankind’s most exciting undertaking. Start out in the seat of a rover operator, finish as the first human to have ever set foot on the Red Planet../;Bohemia Interactive./;Simulation./;Nao./;9/2/2017
2040./;244050./;Rise of Flight United./;0./;Pilot legendary aircraft of the early years of aviation, French Spad 13, German Albatros D.Va and Russian built Nieuport 17, in the free-to-play Rise of Flight United! This WWI aviation sim that has something for every flight-sim fan, from single player skirmish and career to multiplayer dogfights, but one thing is for certain, the..../;1C Game Studios./;Free to Play/Simulation./;Nao./;5/9/2013
2041./;244070./;Sid Meier’s Ace Patrol./;4.99./;Battle to Rule the Skies!The skies over Europe are a dangerous place, where ace pilots lead their squadrons to glorious victory or crushing defeat! Take control of dozens of the most famous fighter planes of WWI and head into the dogfight. Roll, slip, and loop to get the drop on enemy aces../;2K./;Casual/Strategy./;Nao./;27/8/2013
2042./;244090./;Sid Meier’s Ace Patrol: Pacific Skies./;4.99./;Battle to Rule the Pacific Skies!Take flight over the treacherous Pacific waters where ace pilots redefine historic World War II battles! Skillfully pilot the most iconic American and Japanese fighter planes of the Pacific War while representing the army or navy../;2K./;Casual/Strategy./;Nao./;5/11/2013
2043./;244160./;Homeworld Remastered Collection./;34.99./;Experience the epic space strategy games that redefined the RTS genre. Control your fleet and build an armada across more than 30 single-player missions. Choose unit types, fleet formations and flight tactics for each strategic situation../;Gearbox Publishing./;Simulation/Strategy./;Nao./;25/2/2015
2044./;244210./;Assetto Corsa./;19.99./;Assetto Corsa v1.16 introduces the new 'Laguna Seca' laser-scanned track, 7 new cars among which the eagerly awaited Alfa Romeo Giulia Quadrifoglio! Check the changelog for further info!./;Kunos Simulazioni./;Indie/Racing/Simulation/Sports./;Nao./;19/12/2014
2045./;244410./;Supreme Ruler 1936./;9.99./;Real-Time Strategy Game. Guide your nation through the most violent era in modern history. Play massive campaigns as one of the principal nations, set-piece scenarios of famous battles, or set your own victory condition and play as any nation in the world in Sandbox mode../;BattleGoat Studios./;Indie/Simulation/Strategy./;Nao./;9/5/2014
2046./;244430./;realMyst: Masterpiece Edition./;17.99./;Released in 2014, experience one of the first 3D adaptations of the renowned puzzle-adventure game Myst! Each discovery you make, every puzzle you solve, will bring you closer to reversing a wrong that has gone unchecked for ages../;Cyan Worlds Inc./;Adventure/Indie./;Nao./;5/2/2014
2047./;244450./;Men of War: Assault Squad 2./;29.99./;Men of War: Assault Squad 2 features new single player style skirmish modes that take players from extreme tank combat to deadly sniper stealth missions. Commanders can now faceoff against opponents on various new multiplayer 1v1 – 8v8 maps../;Fulqrum Publishing./;Action/Simulation/Strategy./;Nao./;15/5/2014
2048./;244590./;Epigenesis./;0./;Epigenesis is an online multiplayer sports/FPS game in which two sides are locked in a never-ending fight for world domination by playing ball.In this non-lethal ballgame of the future, players leap across platforms suspended high up in the air trying to get a ball located in the middle of the arena and score goals against their..../;Dead Shark Triplepunch./;Action/Indie/Sports./;Nao./;1/8/2014
2049./;244690./;Face Noir./;9.99./;A moody tale that combines the intrigue and atmosphere of a Raymond Chandler novel or Humphrey Bogart film with classic point-and-click adventure gameplay, Face Noir follows private eye Jack Del Nero as he’s falsely accused of murdering the man who left a little girl in his protection../;Phoenix Online Publishing./;Adventure/Indie./;Nao./;17/10/2013
2050./;244710./;Shelter./;9.99./;Experience the wild as a mother badger sheltering her cubs from harm. On their journey they get stalked by a bird of prey, encounter perils of the night, river rapids crossings, big forest fires and the looming threat of death by starvation. Food is to be found, but is there enough for everyone?./;Might and Delight./;Adventure/Indie./;Nao./;28/8/2013
2051./;244730./;Divekick./;4.99./;Divekick is the world’s first two-button fighting game. It distills the essence of the fighting game genre into just two buttons with no d-pad directional movement. Includes two extra playable characters: Fencer from Nidhogg and Johnny Gat from Saints Row!./;Iron Galaxy./;Action/Indie./;Nao./;20/8/2013
2052./;244750./;Aztez./;19.99./;Aztez is a highly stylized, brutally satisfying beat 'em up set in the world of the Aztec Empire. Take on the role of an elite close combat unit and undergo missions on behalf of the Empire in the turn-based metagame, and fight against warriors and mythological foes alike using 8 unique weapons in real time combat mode../;Team Colorblind./;Action/Indie/Strategy./;Sim./;1/8/2017
2053./;244770./;StarMade./;14.99./;The ultimate space sandbox. Participate in epic fleet battles, form alliances, strive to dominate entire galaxies and harness the universe’s resources for your industrious empire or the destruction of others. Customise your experience, the universe is yours!./;Schine GmbH./;Action/Adventure/Indie/RPG/Simulation/Strategy/Early Access./;Sim./;4/12/2014
2054./;244810./;Foul Play./;14.99./;Play as the daemon-hunter Baron Dashforth in a side-scrolling co-op brawler set entirely on the grand spectacle of a theatre stage that rewards performance over pummeling. Perform shattering takedowns and reversals!./;Epic Games./;Action/Adventure/Casual/Indie./;Sim./;18/9/2013
2055./;244830./;Wing IDE 5./;79.99./;Wing IDE is a development environment for the Python programming language. Its powerful editor and debugger speed up development of Python code for Maya, MotionBuilder, NUKE, Blender, Source Filmmaker, and other Python-based applications, game engines, and libraries../;Wingware./;Utilities./;Sim./;30/4/2014
2056./;244850./;Space Engineers./;19.99./;Space Engineers is a sandbox game about engineering, construction, exploration and survival in space and on planets. Players build space ships, space stations, planetary outposts of various sizes and uses, pilot ships and travel through space to explore planets and gather resources to survive../;Keen Software House./;Action/Indie/Simulation/Strategy./;Nao./;28/2/2019
2057./;244870./;Electronic Super Joy./;7.99./;Electronic Super Joy is a brutally hard platformer set in a world of pulse-pounding electronic music. Run, jump, smash &amp; fly your way through 45+ weird &amp; different levels, with low-gravity, world rotation, giant monsters &amp; swarming missiles../;2&30 Software./;Action/Indie./;Sim./;23/8/2013
2058./;244890./;Velocity®Ultra./;0.99./;Velocity®Ultra is an award-winning top down shooter that puts you in control of the galaxy’s only Quarp Jet, an advanced spacecraft with the ability to teleport at will. Tasked with rescuing survivors from a collapsed black hole, you’ll need to use both firepower and quick-wits to catapult the Quarp Jet through 50 levels of sci-fi action../;Curve Games./;Action/Indie./;Nao./;12/12/2013
2059./;244910./;Homesick./;14.99./;Explore an abandoned building, encountering puzzles and clues to discover what happened, as you try to escape in both your nightmares and the waking world. Be immersed in the hauntingly beautiful 3D atmosphere in this puzzle exploration mystery game../;Lucky Pause./;Adventure/Indie./;Nao./;28/5/2015
2060./;244930./;SNOW - The Ultimate Edition./;3.74./;SNOW - The Ultimate Edition is the only open world, winter sports game. Explore a massive mountain, customize your character with clothing and equipment, compete in events to be the best. Access to all mountains, tracks, events as well including all cosmetics, ski, snowboard, drone, and snowmobile../;Crytek./;Casual/Indie/Simulation/Sports./;Nao./;11/11/2020
2061./;244950./;Where is my Heart?./;7.99./;In Where is my Heart? you play the story of a family of forest spirits. The family lives comfortably in a tree in the woods until one day they lose their home and thus embark on a great adventure. Their journey will take them through the mushroom caves and even deeper down to the lifeless crystal pools and back up into the mountains../;Die Gute Fabrik./;Adventure/Casual/Indie./;Nao./;29/5/2014
2062./;245010./;Deathtrap Dungeon./;6.99./;Built by a mad baron to bring notoriety to his town, only the brave or foolish would dare to enter Deathtrap Dungeon. Fabulous riches await the victor. Many adventurers have tried - none have come out alive… As Red Lotus, the alluring assassin, or Chaindog, the savage warrior, you must battle your way to the heart of the dungeon and slay..../;Square Enix./;Action/Adventure./;Nao./;3/10/2013
2063./;245050./;SpellForce 2 - Demons of the Past./;19.99./;Demons of the Past is the epic new chapter of SpellForce, the unique blend of RPG and RTS. Experience this worthy conclusion of all previous games in the SpellForce-series. Check out the new single player campaign with 25+ hours of gameplay, in which nearly all races are playable – Pact, Clan, Shaikan…The StoryZazhut is free, and his..../;THQ Nordic./;RPG/Strategy./;Nao./;16/1/2014
2064./;245150./;The Novelist./;4.99./;The Novelist asks one central question: can you achieve your dreams without pushing away the people you love? The game focuses on Dan Kaplan, a novelist struggling to write the most important book of his career while trying to be the best husband and father he can be../;./;Adventure/Casual/Indie./;Sim./;10/12/2013
2065./;245170./;Skullgirls 2nd Encore./;24.99./;--Main Stage Game at Evo 2022!-- The ultimate Skullgirls experience: Featuring 14 hand-animated characters, fully voiced story mode, countless palettes, and unparalleled GGPO-based multiplayer netcode../;Autumn Games./;Action/Indie./;Sim./;22/8/2013
2066./;245280./;ENSLAVED™: Odyssey to the West™ Premium Edition./;19.99./;Follow a gripping, surprise-filled journey as two dissimilar characters form an uneasy partnership in order to survive through a perilous, post-apocalyptic America. 150 years in the future, war and destruction have left the world in ruins with few humans remaining and nature having reclaimed the world../;BANDAI NAMCO Entertainment./;Action/Adventure./;Nao./;24/10/2013
2067./;245300./;Disney Epic Mickey 2:  The Power of Two./;19.99./;Unleash the power of the brush in an all new co-op adventure. Join Mickey and Oswald in an epic battle to save the magical world of Wasteland and change it forever. Interact with your favorite characters like never before in the most heroic adventure yet../;Disney./;Action/Adventure./;Nao./;6/10/2014
2068./;245370./;Etherium./;9.99./;Etherium is a real-time strategy game set in a science-fiction universe, where three factions battle it out for a mysterious and rare resource known as ‘Etherium’../;Focus Entertainment./;Strategy./;Nao./;25/3/2015
2069./;245390./;I Have No Mouth, and I Must Scream./;5.99./;The adventure plunges you into the tortured and hidden past of five humans. Delve into their darkest fears. Outwit the Master Computer AM in a game of psychological warfare. Disturbing, compelling. An adventure you won't easily forget !!./;Nightdive Studios./;Adventure./;Sim./;17/10/2013
2070./;245410./;Wizardry 6: Bane of the Cosmic Forge./;4.99./;FULL-COLOR ANIMATED graphics DIGITIZED sound (NO add-on cards required)HARD DISK supported11 Races, 14 Professions (with rankings!)Weaponry, Physical and Academia SkillsSix Spellbooks, 462 CombinationsNon-Player CharactersAn arsenal of over 400 researched itemsVaried Fighting ModesPrimary and Secondary AttackContinuous JourneyUnlimited..../;Drecom Co. Ltd./Nightdive Studios./;Adventure/RPG./;Sim./;10/9/2013
2071./;245430./;Wizardry 7: Crusaders of the Dark Savant./;4.99./;For the First TimeOutdoor CampaignsFull Soundtrack and EffectsTrue Point &amp; Click Mouse InterfaceAuto-MappingUnprecedented Depth of StoryBegin your adventure in Crusaders of the Dark Savant. Import your characters from Bane of the Cosmic Forge or create a new party capable of surviving the rigors of a strange alien world../;Drecom Co. Ltd./Nightdive Studios./;Adventure/RPG./;Sim./;10/9/2013
2072./;245450./;Wizardry 8./;9.99./;A New Wizardry for a New GenerationThe universe is in the throes of violent upheaval and change. Vast and mysterious forces are preparing for the final confrontation. A small group of heroes from distant lands must plunge into the heart of the maelstrom, to uncover long-forgotten secrets, and bring about a new era../;Drecom Co. Ltd./Nightdive Studios./;Adventure/RPG./;Nao./;10/9/2013
2073./;245470./;Democracy 3./;24.99./;Have you ever wanted to be president? or prime-minister? Convinced you could do a better job of running the country? Let's face it, you could hardly do a worse job than our current political leaders. Crime, Unemployment, National Debt, Terrorism, Climate Change..../;Positech Games./;Indie/Simulation/Strategy./;Sim./;14/10/2013
2074./;245490./;Trials Fusion™./;19.99./;Trials Fusion is the gold-standard platform racer for the next-generation of gaming. Built upon the Trials franchise’s proven gameplay foundations, Fusion challenges players endlessly in both classic and all-new ways../;Ubisoft./;Racing./;Nao./;24/4/2014
2075./;245620./;Tropico 5./;19.99./;Return to the remote island nation of Tropico and expand your Dynasty’s reign from the early colonial period to beyond the 21st Century, facing new challenges including advanced trading mechanics, technology and scientific research, as well as cooperative and competitive MULTIPLAYER../;Kalypso Media Digital./;RPG/Simulation/Strategy./;Sim./;23/5/2014
2076./;245730./;Flashback./;9.99./;20 years after the original game’s launch, Conrad is enlisted back to active service for the triumphant return of one of the most acclaimed franchises in gaming history.It’s not a reboot. It’s Flashback re-imagined../;Ubisoft./;Action/Adventure/RPG./;Nao./;1/10/2013
2077./;246070./;Hack 'n' Slash./;13.37./;Hack ‘n’ Slash is a puzzle action game about hacking -- reprogram object properties, hijack global variables, hack creature behavior, and even rewrite the game’s code. The only way to win is not to play...by the rules!./;Double Fine Productions./;Adventure/Casual/Indie./;Sim./;9/9/2014
2078./;246090./;Spacebase DF-9./;9.99./;In Spacebase DF-9, you'll build a home among the stars for a motley population of humans and aliens as they go about their daily lives. Mine asteroids, discover derelicts, and deal with the tribulations of galactic resettlement in Earth's distant future../;Double Fine Productions./;Indie/Simulation/Strategy./;Sim./;27/10/2014
2079./;246110./;MASSIVE CHALICE./;19.99./;MASSIVE CHALICE is a tactical strategy game set on an epic timeline from Double Fine Productions. As the Immortal Ruler of the nation, you'll take command of its heroes, forge heroic marriages to strengthen your Bloodlines, and battle a mysterious enemy known as the Cadence in a 300 year war../;Double Fine Productions./;Indie/Strategy./;Sim./;1/6/2015
2080./;246300./;Paranormal./;9.99./;Experience the horrors of a haunting that's never the same twice. Paranormal is a 3D fully dynamic haunting experience. The player takes the role of Mattel Clarke, an artist who has a haunted house. Mattel decides to film the hauntings with his camera, which is the viewpoint of the game../;Matt Cohen./;Action/Adventure/Indie/Simulation/Early Access./;Nao./;12/9/2013
2081./;246360./;Perfection../;2.99./;Perfection. is a simple, soothing puzzle game about cutting shapes to fit into outlines. There are an infinite number of puzzles, each randomly generated to be unique and interesting.Its gameplay is very minimalistic and very forgiving; there is no time limit, and you can cut as many times as you want and undo as many times as you want..../;./;Casual/Indie./;Nao./;28/8/2013
2082./;246420./;Kingdom Rush  - Tower Defense./;9.99./;Get ready for an epic journey to defend your kingdom against hordes of orcs, trolls, evil wizards and other nasty fiends using a vast arsenal of towers and spells at your command!Fight on forests, mountains and wastelands, customizing your defensive strategy with different tower upgrades and specializations!./;Ironhide Game Studio./;Strategy./;Sim./;6/1/2014
2083./;246580./;The Typing of The Dead: Overkill./;19.99./;Typing of the dead: Overkill fuses the horror and comedy of the legendary House of the Dead series with unique typing mechanics in order to deliver a truly original gaming experience! This gruesome shooter puts you in the middle of a mutant outbreak in Bayou county../;SEGA./;Action./;Nao./;29/10/2013
2084./;246620./;Plague Inc: Evolved./;14.99./;Plague Inc: Evolved is a unique mix of high strategy and terrifyingly realistic simulation. Your pathogen has just infected 'Patient Zero' - now you must bring about the end of human history by evolving a deadly, global Plague whilst adapting against everything humanity can do to defend itself../;Ndemic Creations./;Casual/Indie/Simulation/Strategy./;Sim./;18/2/2016
2085./;246680./;Secrets of Rætikon./;9.99./;Ruthless bird versus bird action. Wild animals and the artefacts of a mysterious ancient culture. A game full of challenge and discovery – unlike anything you've played before../;Broken Rules./;Action/Adventure/Indie./;Sim./;17/4/2014
2086./;246720./;Wayward Manor./;6.99./;Neil Gaiman &amp; Wayward Manor invite you to jump into the afterlife of a disgruntled ghost, trying to reclaim his house from its newfound owners../;Moonshark, Inc../;Adventure/Casual/Indie./;Nao./;15/7/2014
2087./;246740./;Huntsman: The Orphanage (Halloween Edition)./;8.99./;MORE STORY THAN GORY! A HYBRID OF ALTERNATIVE HORROR AND CREEPYPASTA...Welcome to the Halloween Edition v1.03! Take a deep breath, dim the lights, put on your headphones...Non-linear first-person gameplay lets you explore Grimhaven Orphanage and discover the characters who once lived there – voiced by Dan Bull, Chuck Huber and Raychul..../;ShadowShifters./;Action/Adventure/Indie./;Nao./;13/9/2013
2088./;246760./;Legends of Eisenwald./;19.99./;Legends of Eisenwald is an adventure game with tactical battles, RPG and strategy elements. Take the lead of a small feudal army and try to defend your right to survive in this ruthless medieval world../;Aterdux Entertainment./;Adventure/Indie/RPG/Strategy./;Nao./;2/7/2015
2089./;246800./;BeatBlasters III./;9.99./;Welcome to Accapella! When Joey and Gina arrive in the musically starved town that outlawed groovy tunes, a chance encounter with the music hating tyrannical ruler of the town (and local butcher) sends them flying../;Chainsawesome Games./;Action/Indie./;Sim./;21/2/2014
2090./;246820./;Jeklynn Heights./;0./;A corrupt and bizarre town is the quirky setting to Jeklynn Heights, a fantastical and competitive online game. Run by a Mayor with a split personality and enigmatic past, a spell haunts the town he rules. Players must complete objectives, directed by the Mayor, to win and escape the town../;Vex Studios, LLC./;Action/Adventure/Casual/Indie/Early Access./;Nao./;25/5/2016
2091./;246840./;FATE./;7.99./;Play (or Re-play) This Classic Dungeon Crawler!During the golden days of action RPGs, FATE was a powerhouse, winning runner-up for PC Magazine’s Role-Playing Game of the year. Popular enough to spawn 3 sequels, this was one of the premier dungeon crawlers of its time../;WildTangent./;Action/Adventure/RPG./;Nao./;12/12/2013
2092./;246880./;Recruits./;9.99./;Recruits is a brutal fast paced top down shooter that puts the lives of countless amounts of soldiers in your command. Lead your men to victory and see them progress through the ranks, show them defeat and they will be lost forever../;Commotion Games Pty Ltd./;Action/Indie/Early Access./;Nao./;31/7/2014
2093./;246900./;Viscera Cleanup Detail./;12.99./;In Viscera Cleanup Detail, you step into the boots of a space-station janitor tasked with cleaning up after various horrific sci-fi horror events. Instead of machineguns and plasma-rifles, your tools are a mop and bucket. That hero left a mess, and it's up to you to deal with the aftermath../;RuneStorm./;Indie/Simulation./;Nao./;23/10/2015
2094./;246920./;Bombernauts./;9.99./;Bombernauts is an explosive online multiplayer battle game with fully destructible voxel terrain. Throw stupid amounts of bombs to blow your robot friends off the world into the deadly lava below where they will surely die a fiery death!./;Eyebrow Interactive./;Action/Indie./;Sim./;29/12/2017
2095./;246940./;Lords of the Black Sun./;29.99./;Take command of one race to join the struggle for supremacy in the galaxy. As the leader of your empire you are tasked with exploring the stars, colonizing new worlds, managing your empire and conquering whoever dares to oppose you../;Iceberg Interactive./;Indie/Strategy./;Nao./;12/9/2014
2096./;246960./;Giana Sisters: Twisted Dreams - Rise of the Owlverlord./;4.99./;Giana Sisters: Twisted Dreams - Rise of the Owlverlord is a blistering platformer with morphing worlds, featuring seven brand new levels, a new boss and new gripping tracks from Chris Hülsbeck and Machinae Supremacy! Dash through tricky levels and transform the whole world at will in this fast-paced platformer../;HandyGames/Black Forest Games./;Action/Indie./;Nao./;26/9/2013
